code_ibge,up,city,Vivo,TIM,Claro,Oi,Algar,Nextel,total
3544202,SP,Riolândia,X,X,X,-,-,-,3
3543501,SP,Riversul,X,X,X,-,-,-,3
3544251,SP,Rosana,X,X,X,-,-,-,3
3544301,SP,Roseira,X,X,X,-,-,-,3
3544400,SP,Rubiácea,X,X,-,-,-,-,2
3544509,SP,Rubinéia,X,X,X,-,-,-,3
3544608,SP,Sabino,X,X,X,-,-,-,3
3544707,SP,Sagres,X,X,X,-,-,-,3
3544806,SP,Sales,X,X,X,-,-,-,3
3544905,SP,Sales Oliveira,X,X,X,-,X,-,4
3545001,SP,Salesópolis,X,X,X,-,-,-,3
3545100,SP,Salmourão,X,X,X,-,-,-,3
3545159,SP,Saltinho,X,X,-,-,-,-,2
3545209,SP,Salto,X,X,X,X,-,-,4
3545308,SP,Salto de Pirapora,X,X,X,X,-,-,4
3545407,SP,Salto Grande,X,X,X,-,-,-,3
3545506,SP,Sandovalina,X,X,X,-,-,-,3
3545605,SP,Santa Adélia,X,X,X,-,-,-,3
3545704,SP,Santa Albertina,X,X,X,-,-,-,3
3545803,SP,Santa Bárbara d'Oeste,X,X,X,X,-,-,4
3546009,SP,Santa Branca,X,X,X,-,-,-,3
3546108,SP,Santa Clara d'Oeste,X,X,-,-,-,-,2
3546207,SP,Santa Cruz da Conceição,X,X,X,-,-,-,3
3546256,SP,Santa Cruz da Esperança,X,X,X,-,-,-,3
3546306,SP,Santa Cruz das Palmeiras,X,X,X,-,-,-,3
3546405,SP,Santa Cruz do Rio Pardo,X,X,X,-,-,-,3
3546504,SP,Santa Ernestina,X,X,X,-,-,-,3
3546603,SP,Santa Fé do Sul,X,X,X,-,-,-,3
3546702,SP,Santa Gertrudes,X,X,X,-,-,-,3
3546801,SP,Santa Isabel,X,X,X,-,-,X,4
3546900,SP,Santa Lúcia,X,X,X,-,-,-,3
3547007,SP,Santa Maria da Serra,X,X,X,-,-,-,3
3547106,SP,Santa Mercedes,X,X,-,-,-,-,2
3547502,SP,Santa Rita do Passa Quatro,X,X,X,-,-,-,3
3547403,SP,Santa Rita d'Oeste,X,X,-,-,-,-,2
3547601,SP,Santa Rosa de Viterbo,X,X,X,-,-,-,3
3547650,SP,Santa Salete,X,X,X,-,-,-,3
3547205,SP,Santana da Ponte Pensa,X,X,X,-,-,-,3
3547304,SP,Santana de Parnaíba,X,X,X,X,-,-,4
3547700,SP,Santo Anastácio,X,X,X,-,-,-,3
3547809,SP,Santo André,X,X,X,X,-,X,5
3547908,SP,Santo Antônio da Alegria,X,X,X,-,-,-,3
3548005,SP,Santo Antônio de Posse,X,X,X,-,-,-,3
3548054,SP,Santo Antônio do Aracanguá,X,X,X,-,-,-,3
3548104,SP,Santo Antônio do Jardim,X,X,X,-,-,-,3
3548203,SP,Santo Antônio do Pinhal,X,X,X,-,-,-,3
3548302,SP,Santo Expedito,X,X,X,-,-,-,3
3548401,SP,Santópolis do Aguapeí,X,X,X,-,-,-,3
3548500,SP,Santos,X,X,X,X,-,X,5
3548609,SP,São Bento do Sapucaí,X,X,X,-,-,-,3
3548708,SP,São Bernardo do Campo,X,X,X,X,-,X,5
3548807,SP,São Caetano do Sul,X,X,X,X,-,X,5
3548906,SP,São Carlos,X,X,X,X,-,-,4
3549003,SP,São Francisco,X,X,-,-,-,-,2
3549102,SP,São João da Boa Vista,X,X,X,-,-,-,3
3549201,SP,São João das Duas Pontes,X,X,-,-,-,-,2
3549250,SP,São João de Iracema,X,X,-,-,-,-,2
3549300,SP,São João do Pau d'Alho,X,X,-,-,-,-,2
3549409,SP,São Joaquim da Barra,X,X,X,X,X,-,5
3549508,SP,São José da Bela Vista,X,X,X,-,-,-,3
3549607,SP,São José do Barreiro,X,X,X,-,-,-,3
3549706,SP,São José do Rio Pardo,X,X,X,X,-,-,4
3549805,SP,São José do Rio Preto,X,X,X,X,-,-,4
3549904,SP,São José dos Campos,X,X,X,X,-,X,5
3549953,SP,São Lourenço da Serra,X,X,X,-,-,-,3
3550001,SP,São Luís do Paraitinga,X,X,X,-,-,-,3
3550100,SP,São Manuel,X,X,X,-,-,-,3
3550209,SP,São Miguel Arcanjo,X,X,X,X,-,-,4
3550308,SP,São Paulo,X,X,X,X,-,X,5
3550407,SP,São Pedro,X,X,X,X,-,-,4
3550506,SP,São Pedro do Turvo,X,X,X,-,-,-,3
3550605,SP,São Roque,X,X,X,-,-,X,4
3550704,SP,São Sebastião,X,X,X,-,-,-,3
3550803,SP,São Sebastião da Grama,X,X,-,-,-,-,2
3550902,SP,São Simão,X,X,X,-,-,-,3
3551009,SP,São Vicente,X,X,X,X,-,X,5
3551108,SP,Sarapuí,X,X,X,-,-,-,3
3551207,SP,Sarutaiá,X,X,-,-,-,-,2
3551306,SP,Sebastianópolis do Sul,X,X,-,-,-,-,2
3551405,SP,Serra Azul,X,X,X,-,-,-,3
3551603,SP,Serra Negra,X,X,X,-,-,-,3
3551504,SP,Serrana,X,X,X,-,-,-,3
3551702,SP,Sertãozinho,X,X,X,X,-,-,4
3551801,SP,Sete Barras,X,X,X,-,-,-,3
3551900,SP,Severínia,X,X,X,-,-,-,3
3552007,SP,Silveiras,X,X,X,-,-,-,3
3552106,SP,Socorro,X,X,X,X,-,-,4
3552205,SP,Sorocaba,X,X,X,X,-,-,4
3552304,SP,Sud Mennucci,X,X,X,-,-,-,3
3552403,SP,Sumaré,X,X,X,X,-,-,4
3552551,SP,Suzanápolis,X,X,-,-,-,-,2
3552502,SP,Suzano,X,X,X,X,-,X,5
3552601,SP,Tabapuã,X,X,X,-,-,-,3
3552700,SP,Tabatinga,X,X,X,-,-,-,3
3552809,SP,Taboão da Serra,X,X,X,X,-,X,5
3552908,SP,Taciba,X,X,-,-,-,-,2
3553005,SP,Taguaí,X,X,X,-,-,-,3
3553104,SP,Taiaçu,X,X,X,-,-,-,3
3553203,SP,Taiúva,X,X,X,-,-,-,3
3553302,SP,Tambaú,X,X,X,-,-,-,3
3553401,SP,Tanabi,X,X,X,-,-,-,3
3553500,SP,Tapiraí,X,X,-,-,-,-,2
3553609,SP,Tapiratiba,X,X,-,-,-,-,2
3553658,SP,Taquaral,X,X,X,-,-,-,3
3553708,SP,Taquaritinga,X,X,X,X,-,-,4
3553807,SP,Taquarituba,X,X,X,-,-,-,3
3553856,SP,Taquarivaí,X,X,X,-,-,-,3
3553906,SP,Tarabai,X,X,-,-,-,-,2
3553955,SP,Tarumã,X,X,X,-,-,-,3
3554003,SP,Tatuí,X,X,X,X,-,-,4
3554102,SP,Taubaté,X,X,X,X,-,-,4
3554201,SP,Tejupá,X,X,-,-,-,-,2
3554300,SP,Teodoro Sampaio,X,X,X,-,-,-,3
3554409,SP,Terra Roxa,X,X,X,-,-,-,3
3554508,SP,Tietê,X,X,X,-,-,-,3
3554607,SP,Timburi,X,X,-,-,-,-,2
3554656,SP,Torre de Pedra,X,X,-,-,-,-,2
3554706,SP,Torrinha,X,X,X,-,-,-,3
3554755,SP,Trabiju,X,X,-,-,-,-,2
3554805,SP,Tremembé,X,X,X,-,-,-,3
3554904,SP,Três Fronteiras,X,X,X,-,-,-,3
3554953,SP,Tuiuti,X,X,X,-,-,-,3
3555000,SP,Tupã,X,X,X,-,-,-,3
3555109,SP,Tupi Paulista,X,X,X,-,-,-,3
3555208,SP,Turiúba,X,X,X,-,-,-,3
3555307,SP,Turmalina,X,X,-,-,-,-,2
3555356,SP,Ubarana,X,X,X,-,-,-,3
3555406,SP,Ubatuba,X,X,X,-,-,-,3
3555505,SP,Ubirajara,X,X,X,-,-,-,3
3555604,SP,Uchoa,X,X,X,-,-,-,3
3555703,SP,União Paulista,X,X,-,-,-,-,2
3555802,SP,Urânia,X,X,X,-,-,-,3
3555901,SP,Uru,X,X,-,-,-,-,2
3556008,SP,Urupês,X,X,X,-,-,-,3
3556107,SP,Valentim Gentil,X,X,X,-,-,-,3
3556206,SP,Valinhos,X,X,X,X,-,-,4
3556305,SP,Valparaíso,X,X,X,-,-,-,3
3556354,SP,Vargem,X,X,X,-,-,-,3
3556404,SP,Vargem Grande do Sul,X,X,X,-,-,-,3
3556453,SP,Vargem Grande Paulista,X,X,X,X,-,-,4
3556503,SP,Várzea Paulista,X,X,X,X,-,-,4
3556602,SP,Vera Cruz,X,X,X,-,-,-,3
3556701,SP,Vinhedo,X,X,X,-,-,-,3
3556800,SP,Viradouro,X,X,X,-,-,-,3
3556909,SP,Vista Alegre do Alto,X,X,X,-,-,-,3
3556958,SP,Vitória Brasil,X,X,-,-,-,-,2
3557006,SP,Votorantim,X,X,X,X,-,-,4
3557105,SP,Votuporanga,X,X,X,X,-,-,4
3557154,SP,Zacarias,X,X,-,-,-,-,2
